Locality,Latitude,Longitude,Signal Strength (dBm),Latency (ms),Network Type
Pataliputra,25.4736825976384,85.06685826133155,-87.25366684420014,192.4977616967886,3G
Rajendra Nagar,25.674793018674272,85.06241693654441,-98.03736772319571,38.53525639542994,5G
Exhibition Road,25.649854414801165,85.13362010250525,-89.62276289236561,96.37081609011015,4G
Rajendra Nagar,25.57618843147587,85.1669951263335,-100.79181513438292,35.53356814989299,5G
Ashok Rajpath,25.622924846814666,85.16877936056079,-83.7216337385211,108.79945394436288,3G
Patliputra Colony,25.621050329743724,85.13907572712473,-87.65767885687805,39.56250094807497,5G
Patliputra Colony,25.54311909638369,85.18645645868287,-93.85127653258648,97.95340247822251,4G
Rajendra Nagar,25.522712663116263,85.0685041663205,-86.31254319180445,174.61309775145878,3G
Kidwaipuri,25.559704597213766,85.06010477002634,-83.6306674159256,195.7528647394851,LTE
Kidwaipuri,25.718892011600666,85.20068312194091,-91.982860173413,73.57502836739064,4G
Ashok Rajpath,25.679656521739016,85.27720306339774,-91.60946588778184,103.56879323941264,LTE
Danapur,25.437334089092207,85.14101637152748,-87.30569613490566,146.08247638987314,3G
Patliputra Colony,25.7073296789686,85.16131799272414,-88.2634920738361,60.10713031216927,4G
Anandpuri,25.47952055603568,85.11992934236288,-86.72056007678592,83.94708807134138,4G
Rajendra Nagar,25.60077501672479,85.28798895750933,-91.579987374528,116.25774306149492,LTE
Pataliputra,25.519319225728204,85.11764363581571,-91.40655922049837,162.38680569948167,LTE
Pataliputra,25.43069242318767,85.11532463920496,-95.98078625956803,31.966639294310085,5G
S.K. Puri,25.70900304484963,85.19559413253366,-99.11668386353554,24.980965523765995,5G
Gardanibagh,25.57651968446718,85.04005385865182,-82.03266222605366,121.13537430293012,3G
Kidwaipuri,25.64243522825261,85.06507437939135,-85.75378464922662,128.01129422313707,3G
Pataliputra,25.73212104180652,85.0234481064157,-93.42887996992287,124.71342432253591,LTE
Gandhi Maidan,25.43781389342705,85.17811208017976,-98.52093438314768,70.83180187068753,4G
Bailey Road,25.586535735030463,84.99953846849789,-90.2915899823287,68.94251085538446,4G
Kankarbagh,25.62495542529279,85.0087706547596,-85.03127904469149,186.0824687721293,LTE
Bailey Road,25.416618011468373,85.13000910483126,-91.15954487219182,107.41869589087716,LTE
Boring Road,25.672071822211677,85.07283103132458,-91.11540673725987,180.33410047912875,LTE
Fraser Road,25.45981500406757,85.10424641683804,-87.5604211108351,151.20604141112884,3G
Phulwari Sharif,25.72442108860007,85.22564252480201,-91.7730810070049,87.92901044035764,4G
Anisabad,25.68077502846253,85.26760770803492,-84.2259548099866,128.24747188971233,3G
Ashok Rajpath,25.55238755135154,85.19974326652407,-84.4636396276885,175.6682963637337,3G
Rajendra Nagar,25.496357086375586,85.03693891419142,-97.9760321450366,29.648184805111583,5G
Kankarbagh,25.678792852691547,85.01084404078343,-92.0087630891677,132.98689517486184,3G
Rajendra Nagar,25.47883885340044,85.06699609358887,-85.20980383209678,85.63961456069394,4G
Boring Canal Road,25.74368895990686,85.09294606745264,-87.50234363545644,71.35314854921985,4G
Anisabad,25.590005902684204,84.9678492790953,-90.85912214507954,72.11627376225348,4G
S.K. Puri,25.670455593368533,85.06399493127775,-98.25816352765771,32.41792433967615,5G
Anisabad,25.69036870692079,85.11233180665737,-83.9030025924622,192.86854277482135,LTE
Kidwaipuri,25.59460438369797,85.07853327530374,-89.48568630437596,109.49745175814289,LTE
Gandhi Maidan,25.61186824098535,85.14677615739704,-86.89477975379212,112.8699112808379,3G
Bankipore,25.6314753231852,85.14977056351053,-86.35140752857885,174.74732115136675,3G
Gandhi Maidan,25.43600943997225,85.06987268157013,-90.91574367932571,114.25307696471056,LTE
Ashok Rajpath,25.50274008502568,85.28135364263655,-99.2041736704058,41.97545874651736,5G
Gandhi Maidan,25.650136561133337,84.99122154025792,-86.93726141706513,54.46526750726068,4G
Kankarbagh,25.687470863594445,85.130241475804,-91.75853929798478,181.8991723801562,LTE
Ashok Rajpath,25.46081797269301,85.1634677861564,-81.92349641538071,122.65446509602036,3G
Bailey Road,25.565740095360187,85.17073059211044,-82.81112155946587,166.37440481850138,3G
Gardanibagh,25.467098429503885,85.03204648083282,-84.23805993615974,187.85753394020836,LTE
Bailey Road,25.710022252205,85.23116620815527,-89.91384577331279,155.03173577377987,LTE
Bailey Road,25.474304784606748,85.08276729982285,-95.26830819747848,52.562061647665246,4G
Boring Road,25.455724750064668,85.17047737843095,-90.43078806718847,38.13044889735141,5G
Kidwaipuri,25.42922018003058,85.1755579724441,-94.66917073622638,12.8360223108644,5G
Patliputra Colony,25.678672910342367,85.0138454191248,-93.46756547457709,116.71307113773774,LTE
Bankipore,25.610380983907696,85.04255452633973,-98.56539861313932,46.24601973417776,5G
Phulwari Sharif,25.62600161932288,85.17255804955114,-80.5209447904336,123.97491233787127,3G
Anandpuri,25.61982812672987,85.28037892452662,-86.30955461034452,115.3830385809648,3G
Kumhrar,25.524601792649914,85.1974099666919,-91.39989515258348,26.83725321905812,5G
Anandpuri,25.610846933566496,85.06109037992998,-96.19823767861874,40.049961744660905,5G
Bailey Road,25.64494152468194,85.25258717111528,-86.9427882545983,145.15208992879084,3G
Gardanibagh,25.59203416858968,85.17221181346568,-93.89377648005616,40.3033533087623,5G
Kidwaipuri,25.602437680675028,85.04338586100003,-92.08681836998824,186.51961349917443,LTE
Patliputra Colony,25.69079034564265,85.19651214213637,-84.60358983599205,157.47795542644153,3G
Kumhrar,25.566094547770728,85.21187815992651,-90.67547415256836,106.4912070719275,LTE
Fraser Road,25.69303335340229,85.26911826659826,-90.784648791152,170.45963321310472,LTE
Kidwaipuri,25.51344914356887,85.25903844000877,-82.46158529339806,178.26941569463992,3G
S.K. Puri,25.713528458852437,85.04710290405941,-94.56050819154564,10.89762118034658,5G
Rajendra Nagar,25.57044585475358,85.03447438553623,-88.60069706446659,151.41007364166148,LTE
Gardanibagh,25.723741739294084,85.2032572867188,-95.21333321936147,16.074200262253267,5G
Kidwaipuri,25.64351627442853,84.97417691417277,-80.78501387306838,188.6358280419079,3G
Anandpuri,25.597999670934023,85.26823469568323,-98.40171411384176,124.61251314019977,LTE
Kidwaipuri,25.579538102509268,85.21373419805971,-88.4357372527512,77.82250033207019,4G
Pataliputra,25.60015431194987,85.22553700656411,-95.2710273613327,33.32588120097598,5G
Boring Canal Road,25.70151755043755,85.27672140518449,-86.87574208853286,89.1306908059862,4G
Gandhi Maidan,25.698600481324984,85.21310322343217,-102.08113527896325,31.31308149605577,5G
Boring Road,25.488881276864635,85.13651077815747,-84.22288236987703,86.84841434289095,4G
Kidwaipuri,25.508221682378476,85.25112834090488,-87.70011305830415,119.42461210390944,3G
Bailey Road,25.72440521719448,85.17592514675603,-82.94383756722111,175.93877387114298,3G
Phulwari Sharif,25.54169399035044,85.17626391520977,-97.0737574622514,195.6614621083458,LTE
Boring Road,25.550666551708236,85.26857531216034,-82.07026707082389,130.6428147713075,3G
Boring Road,25.459188593022397,85.05859977069882,-98.8786641167698,21.027076127489774,5G
Anisabad,25.5598316198473,85.18474397169203,-97.0041936338602,45.71274359216679,5G
Anandpuri,25.614314961754207,85.2174916953079,-95.51579891018052,55.528552541964096,4G
Exhibition Road,25.502318267903267,85.02440173519832,-91.13662039171518,53.121566363889016,4G
Patliputra Colony,25.64974008370877,85.00197046773594,-86.27371790239447,133.18122028827335,3G
Phulwari Sharif,25.64879394987288,85.04489656052272,-85.32896771272291,181.07437417659355,3G
Phulwari Sharif,25.60682442693672,85.16167983298645,-89.59231191752627,117.42860216641188,LTE
Gardanibagh,25.70286868531378,85.2027963521124,-95.35229129887536,134.42680314690256,LTE
Gandhi Maidan,25.744220983642688,85.05671266746327,-97.21396607219464,92.21713654473103,4G
Kidwaipuri,25.543549245973423,85.0413997085028,-90.75446058900374,85.88048724414887,4G
Kumhrar,25.470439549651285,85.18111739920607,-87.29152439897685,158.74917314795397,3G
Exhibition Road,25.653716164745624,85.20025452098706,-88.89755707412124,137.26580660176313,LTE
Anisabad,25.53781406012586,85.27114914140363,-91.69629711594467,95.18136461128584,4G
Fraser Road,25.61605525678793,85.27747204153071,-93.1251437069723,125.81664639927264,LTE
Anandpuri,25.50634869758022,85.0795734069348,-86.70052077707898,192.1721345063237,LTE
Bankipore,25.53359934550788,85.2300144054215,-94.00699986481057,40.607519483970925,5G
Gardanibagh,25.694639480286824,85.09124008756044,-93.41998746368742,147.32918706670432,LTE
Anisabad,25.60972230995424,85.25884567505577,-89.29373389376084,68.30727824624077,4G
Pataliputra,25.50484056529998,85.23587349708191,-92.81518073927022,17.44729289200024,5G
Kidwaipuri,25.553339465726182,85.04848521275193,-97.3347113787691,41.60525494904434,5G
Kumhrar,25.534077428467064,85.01254641673107,-89.82970275266167,90.84600455846824,4G
Kankarbagh,25.71082336717794,85.23094975761943,-82.93597342858395,73.76967129126496,4G
Kumhrar,25.6602553001087,85.26413700071602,-85.99409194615085,185.23961705615943,LTE
Bailey Road,25.610729909987104,85.25301220198192,-89.72099598550983,78.19181445014837,4G
Bankipore,25.618848768279346,85.2986350257466,-94.72321185748098,16.33454753008563,5G
Bankipore,25.68123263960332,85.16733872842376,-82.44335198026596,190.3336006522705,3G
S.K. Puri,25.672867727409905,85.24132744957727,-83.67969557456743,101.29195346332928,3G
Anandpuri,25.57998038897837,85.13813368048172,-88.90398439022897,54.17346475909786,4G
Ashok Rajpath,25.582103889802017,85.28589972813388,-88.13493713075636,80.49295302685785,4G
S.K. Puri,25.644661353286704,85.27167766470197,-97.64245858350448,48.28021704442382,5G
Anisabad,25.59122563637457,85.18727157905239,-96.25100785903663,40.62271381315056,5G
Fraser Road,25.67129756744181,85.08108679433106,-90.4028690162239,89.31547763551399,4G
Danapur,25.581253176359954,85.02175696510027,-86.24020409401844,193.12569200955983,3G
Anandpuri,25.546656892471542,85.2299910857437,-97.07353941951378,17.930450792477032,5G
S.K. Puri,25.58677173326121,85.23782086025511,-98.75418358662208,13.247639401789986,5G
S.K. Puri,25.672282276951517,84.98747170512932,-80.93528528826415,165.32709764316547,3G
Fraser Road,25.63998265089704,85.07741330631211,-98.09046338677048,45.83820655314839,5G
Exhibition Road,25.57590592701281,85.088903786833,-91.28975406052923,37.10361524095487,5G
Patliputra Colony,25.59477423723733,85.16370963158465,-89.75760714622989,186.91218810429572,LTE
Gardanibagh,25.590659710767685,84.99571860538742,-91.06187442751803,147.76473393979734,3G
Exhibition Road,25.57740829030972,85.22075555038079,-92.65348206013252,29.49361001507608,5G
Rajendra Nagar,25.6314598063753,85.18547607101657,-89.43621760536902,38.63563625192296,5G
Danapur,25.63510551103232,85.15800467978534,-86.71519970783316,178.0005890380898,3G
Boring Canal Road,25.55089779590052,85.29678217576284,-84.55847745775203,124.66089290177952,3G
Gardanibagh,25.6252330323812,85.20239869459267,-90.47119005957602,25.112134333035986,5G
Bankipore,25.559840273140264,84.96950258783914,-94.89712678587723,34.28487663561275,5G
Ashok Rajpath,25.670436442492036,85.01606035580586,-88.96829190911747,136.82245752811775,LTE
Exhibition Road,25.64015374858384,85.1215704225845,-86.44615475849972,132.1999929861982,LTE
Bankipore,25.51809090394452,85.09385482550766,-87.11412175697399,85.78647547924685,4G
Kidwaipuri,25.555196820431075,84.99686853315959,-86.745782062981,156.11177831668067,3G
Bailey Road,25.660224262945665,84.97369128204924,-91.9587703564084,38.31888918673961,5G
Phulwari Sharif,25.52671804156864,85.09194444709942,-85.52466020446963,28.036241073405147,5G
Gandhi Maidan,25.46514726334549,85.0739475874918,-89.20369927183569,95.65967996123268,4G
Rajendra Nagar,25.707167433013527,85.00109612423887,-89.81022991783423,85.35354045026455,4G
Phulwari Sharif,25.45550617106384,85.10829159782385,-90.8703415718489,29.891906431254547,5G
Anisabad,25.507959777499376,85.01027850423917,-93.361419920081,119.2970308501908,LTE
S.K. Puri,25.69048909485476,85.16305782802272,-94.46095453040516,56.36377587930515,4G
Kankarbagh,25.470286733827983,85.15955421172546,-98.71231521234472,30.614277696710168,5G
Gardanibagh,25.567370148051427,85.03770509537846,-86.98145564458116,158.54010587947093,3G
Fraser Road,25.6918395119295,85.27212898604108,-83.0627876986379,100.33779867147416,3G
Boring Canal Road,25.670881873124905,85.25013695175609,-83.20740855611962,184.11147330001657,3G
Rajendra Nagar,25.67257163360747,85.19755130529175,-93.17862655298327,120.44203568636512,LTE
Danapur,25.53686828865081,85.11651729956888,-90.13385233242488,156.37801987877316,LTE
Boring Road,25.479488600275445,85.12219921230634,-89.68251077154287,140.12832403923306,3G
Exhibition Road,25.65650454467872,85.02421600226107,-102.79240010326905,48.69594149543908,5G
Fraser Road,25.516074361967576,85.04042658659938,-90.8789612136115,105.2803960468528,LTE
Ashok Rajpath,25.521056516546132,85.03611962050839,-80.64781214734282,196.75023597293884,3G
Boring Road,25.546721377513496,84.99006152346394,-93.62984788323624,61.12324130189354,4G
Kumhrar,25.51035581570952,85.10558695377044,-91.45416195491444,188.8716422534948,3G
Fraser Road,25.705198340483115,85.0141007616302,-80.23922497874598,193.26250871457495,3G
Patliputra Colony,25.56395413043569,85.29099900401782,-86.61800049617699,106.63776651206145,3G
Bailey Road,25.615235959954507,85.22875788940966,-84.7728547311392,70.40067385040265,4G
Gandhi Maidan,25.61154607476896,84.96436948901771,-96.4281177026116,44.60318844694041,5G
S.K. Puri,25.572828036224,85.05225092881335,-85.5783219111986,57.92505990978409,4G
Gardanibagh,25.627888890306163,85.22834529100957,-95.0525805545567,10.968696905691589,5G
Bankipore,25.74507021174377,85.07071649462493,-83.9690414234431,77.64683078627613,4G
Fraser Road,25.560256469745887,85.04544437870187,-82.90690061240052,156.55268991782646,LTE
Ashok Rajpath,25.51390528080691,85.17129921967454,-95.4816002366405,33.67713211240744,5G
Ashok Rajpath,25.648203481335585,85.03909975495417,-89.7360254791721,100.80948103512954,LTE
S.K. Puri,25.492502954802774,85.19422740313479,-89.64049136863234,72.1477593507964,4G
Gardanibagh,25.569171573151543,85.04536299987245,-95.15781973811347,42.73438005409253,5G
Kidwaipuri,25.74392364059299,85.06690181932646,-90.94054225596112,155.54815494271418,3G
Bailey Road,25.717859636643844,85.12095141382238,-96.75232759326003,24.36338806096768,5G
Gardanibagh,25.768630399150997,85.11655124542128,-93.42722754983336,178.53142257271304,LTE
Boring Road,25.68763517390517,85.27887408525072,-95.2472180940869,18.02927851071941,5G
Anandpuri,25.545978201462297,85.05414184443973,-97.67236553664726,39.44724860277574,5G
Gardanibagh,25.532465497223875,85.27914934668655,-95.69756809384012,21.21377876021761,5G
Bailey Road,25.59695085375701,85.23375886622242,-77.45749981703302,166.8801802506275,3G
Kidwaipuri,25.698506661435104,85.14245001631242,-91.96719227478384,68.33402280476018,4G
Patliputra Colony,25.695339721318263,84.99641488300296,-86.36687266099159,73.78145000183795,4G
Danapur,25.639947753955926,85.0101818220129,-94.17655609359488,157.783967289177,LTE
Danapur,25.60149306110614,85.16418737413423,-86.27690460735023,73.65074520999414,4G
Bankipore,25.47844178994651,85.24354588974606,-86.46272957996655,191.12029407414968,LTE
Anisabad,25.53171330898441,85.03602286136869,-88.96063989237501,180.6457514804668,3G
Exhibition Road,25.74378261896879,85.13464549677964,-82.48796493652536,192.35686112850928,3G
Boring Canal Road,25.63056287472456,85.2296347589128,-80.76288490814886,110.2444079425195,3G
Rajendra Nagar,25.591786124729,85.01498382188652,-93.36007870944456,49.12191925461445,5G
Kankarbagh,25.63673016247444,85.28976635520283,-98.51089043363754,10.470042953379828,5G
Patliputra Colony,25.655113234835262,84.99785266053566,-83.9502036325078,134.38653610679353,3G
S.K. Puri,25.68981252996092,85.1445804550318,-83.74284380051584,194.18914097647283,LTE
Anisabad,25.633244793165467,85.03291525586573,-90.73032330248571,186.6119425321877,LTE
Bailey Road,25.69184461912677,85.06338988354571,-88.27029087665765,74.66915857045126,4G
Kidwaipuri,25.52643930716841,85.13827592939835,-91.88955590574729,184.19308321250028,LTE
Bankipore,25.71196901128809,85.06885870739653,-96.99507616514477,198.61734526090405,LTE
Anisabad,25.7255281790156,85.20743591022534,-92.01545556518548,101.04109866125158,LTE
Gardanibagh,25.649220907788443,85.26441309791235,-103.0011979931299,26.10913795637461,5G
Gardanibagh,25.45935610705275,85.14073007404969,-88.2842155779214,190.8370627827888,LTE
Danapur,25.673310449316517,85.12606525190841,-91.60246395019637,136.29359864594602,LTE
Pataliputra,25.548784779541656,85.17000431894763,-84.75775045446456,131.94432024998,LTE
Fraser Road,25.511547698229126,85.02864390339151,-97.0703221640016,36.96925798994128,5G
Boring Road,25.772781235020457,85.13299168381425,-89.36342943800639,62.35494543208448,4G
